,category,content
247,business,"oil prices jumped on wednesday due to escalating violence in the middle east and worries about oil supply from the region but retreated later on fears japan's nuclear crisis was...
"
248,business,"mustapha kamel nabli said the economic recovery in tunisia will be slow and patchy because of the lingering effects of its recent social upheaval and the conflict in libya.
"
249,business,"glencore chief executive ivan glasenberg could be worth $10 billion after the commodities trader makes its debut later this month in a record public offering valuing the commodities group at some $60 billion.
"
250,business,"a week with as many financial headlines as the last one can feel frenzied when you watch the news unfold on television. be wary of acting immediately on anything you hear, though.
"
251,business,"construction of the plants was in considerable doubt even before the accident at fukushima.
"
252,business,"morgan stanley  launched its first yuan-denominated private equity fund in china on wednesday, saying it aimed to raise 1.5 billion yuan ($230 million).
"
253,business,"diet coke has topped rival pepsi-cola for the first time to become the second-most popular soft drink in the country behind coca-cola.
"
254,business,"the government has given bhp billiton the second new permit to drill in the gulf of mexico since the macondo oil spill, the bureau of ocean energy management said on saturday.
"
255,business,"after its completion, the pipeline will provide southeast europe with 63 billion cubic meters of natural gas a year.
"
256,entertainment,"joshua jackson's show goes out with a bang. plus: amazing race nears the finish line.
"
257,entertainment,"a new documentary about hollywood producer and music promoter jerry weintraub recalls the best stories from all the a-list celebrities he knows.
"
258,entertainment,"rosie o'donnell will base her new, hour-long tv talk show at oprah winfrey's soon-to-be vacated space at harpo studios in chicago, with the program airing on winfrey's own cable network this fall, the studio said on tuesday.
"
259,entertainment,"from fancy confits to english comfort food, the wedding buffet was a royal treat.
"
260,entertainment,"lindsay lohan arrived for court today in an uneventful outfit including long pants and a scarf. she left court today headed for jail.
"
261,entertainment,"the actress shifra lerer, who died at age 95, performed on stage until she was 90 and was among yiddish theater's crossover stars.
"
262,entertainment,"following the news of filmmaker tim hetherington's death in libya, nat geo cable channel will air his award-winning documentary.
"
263,entertainment,"blues musician joe willie ""pinetop"" perkins, who this year became the oldest person ever to win a grammy award, died at his austin home on monday at age 97.
"
264,entertainment,"hello again! i hope you had a wonderful weekend -- i watched tons of movies, started a great new book and went to a party where everyone looked ...
"
265,entertainment,"other new releases include iranian documentary 'no one knows about persian cats' and jennifer aniston's 'the switch.'
"
